Layer,Row,Col
1,1,1,-99.703815,30.489838,-99.687018,30.489799,-99.686971,30.504286,-99.703770,30.504326,-99.703815,30.489838
1,1,2,-99.686971,30.504286,-99.687018,30.489799,-99.670222,30.489756,-99.670172,30.504244,-99.686971,30.504286
1,1,3,-99.670172,30.504244,-99.670222,30.489756,-99.653426,30.489712,-99.653373,30.504199,-99.670172,30.504244
1,1,4,-99.653373,30.504199,-99.653426,30.489712,-99.636629,30.489666,-99.636574,30.504153,-99.653373,30.504199
1,1,5,-99.636574,30.504153,-99.636629,30.489666,-99.619833,30.489617,-99.619775,30.504104,-99.636574,30.504153
1,1,6,-99.619775,30.504104,-99.619833,30.489617,-99.603036,30.489566,-99.602976,30.504053,-99.619775,30.504104
1,1,7,-99.602976,30.504053,-99.603036,30.489566,-99.586240,30.489513,-99.586177,30.504000,-99.602976,30.504053
1,1,8,-99.586177,30.504000,-99.586240,30.489513,-99.569444,30.489458,-99.569378,30.503945,-99.586177,30.504000
1,1,9,-99.569378,30.503945,-99.569444,30.489458,-99.552647,30.489400,-99.552580,30.503888,-99.569378,30.503945
1,1,10,-99.552580,30.503888,-99.552647,30.489400,-99.535851,30.489341,-99.535781,30.503828,-99.552580,30.503888
1,2,1,-99.703815,30.489838,-99.703860,30.475351,-99.687066,30.475311,-99.687018,30.489799,-99.703815,30.489838
1,2,2,-99.687018,30.489799,-99.687066,30.475311,-99.670272,30.475269,-99.670222,30.489756,-99.687018,30.489799
1,2,3,-99.670222,30.489756,-99.670272,30.475269,-99.653478,30.475225,-99.653426,30.489712,-99.670222,30.489756
1,2,4,-99.653426,30.489712,-99.653478,30.475225,-99.636684,30.475178,-99.636629,30.489666,-99.653426,30.489712
1,2,5,-99.636629,30.489666,-99.636684,30.475178,-99.619890,30.475130,-99.619833,30.489617,-99.636629,30.489666
1,2,6,-99.619833,30.489617,-99.619890,30.475130,-99.603097,30.475079,-99.603036,30.489566,-99.619833,30.489617
1,2,7,-99.603036,30.489566,-99.603097,30.475079,-99.586303,30.475026,-99.586240,30.489513,-99.603036,30.489566
1,2,8,-99.586240,30.489513,-99.586303,30.475026,-99.569509,30.474971,-99.569444,30.489458,-99.586240,30.489513
1,2,9,-99.569444,30.489458,-99.569509,30.474971,-99.552715,30.474913,-99.552647,30.489400,-99.569444,30.489458
1,2,10,-99.552647,30.489400,-99.552715,30.474913,-99.535922,30.474853,-99.535851,30.489341,-99.552647,30.489400
1,3,1,-99.703860,30.475351,-99.703905,30.460863,-99.687113,30.460824,-99.687066,30.475311,-99.703860,30.475351
1,3,2,-99.687066,30.475311,-99.687113,30.460824,-99.670322,30.460782,-99.670272,30.475269,-99.687066,30.475311
1,3,3,-99.670272,30.475269,-99.670322,30.460782,-99.653531,30.460737,-99.653478,30.475225,-99.670272,30.475269
1,3,4,-99.653478,30.475225,-99.653531,30.460737,-99.636739,30.460691,-99.636684,30.475178,-99.653478,30.475225
1,3,5,-99.636684,30.475178,-99.636739,30.460691,-99.619948,30.460642,-99.619890,30.475130,-99.636684,30.475178
1,3,6,-99.619890,30.475130,-99.619948,30.460642,-99.603157,30.460591,-99.603097,30.475079,-99.619890,30.475130
1,3,7,-99.603097,30.475079,-99.603157,30.460591,-99.586366,30.460538,-99.586303,30.475026,-99.603097,30.475079
1,3,8,-99.586303,30.475026,-99.586366,30.460538,-99.569574,30.460483,-99.569509,30.474971,-99.586303,30.475026
1,3,9,-99.569509,30.474971,-99.569574,30.460483,-99.552783,30.460426,-99.552715,30.474913,-99.569509,30.474971
1,3,10,-99.552715,30.474913,-99.552783,30.460426,-99.535992,30.460366,-99.535922,30.474853,-99.552715,30.474913
1,4,1,-99.703905,30.460863,-99.703950,30.446376,-99.687161,30.446336,-99.687113,30.460824,-99.703905,30.460863
1,4,2,-99.687113,30.460824,-99.687161,30.446336,-99.670372,30.446294,-99.670322,30.460782,-99.687113,30.460824
1,4,3,-99.670322,30.460782,-99.670372,30.446294,-99.653583,30.446250,-99.653531,30.460737,-99.670322,30.460782
1,4,4,-99.653531,30.460737,-99.653583,30.446250,-99.636795,30.446203,-99.636739,30.460691,-99.653531,30.460737
1,4,5,-99.636739,30.460691,-99.636795,30.446203,-99.620006,30.446155,-99.619948,30.460642,-99.636739,30.460691
1,4,6,-99.619948,30.460642,-99.620006,30.446155,-99.603217,30.446104,-99.603157,30.460591,-99.619948,30.460642
1,4,7,-99.603157,30.460591,-99.603217,30.446104,-99.586428,30.446051,-99.586366,30.460538,-99.603157,30.460591
1,4,8,-99.586366,30.460538,-99.586428,30.446051,-99.569640,30.445996,-99.569574,30.460483,-99.586366,30.460538
1,4,9,-99.569574,30.460483,-99.569640,30.445996,-99.552851,30.445938,-99.552783,30.460426,-99.569574,30.460483
1,4,10,-99.552783,30.460426,-99.552851,30.445938,-99.536062,30.445878,-99.535992,30.460366,-99.552783,30.460426
1,5,1,-99.703950,30.446376,-99.703995,30.431888,-99.687208,30.431848,-99.687161,30.446336,-99.703950,30.446376
1,5,2,-99.687161,30.446336,-99.687208,30.431848,-99.670422,30.431806,-99.670372,30.446294,-99.687161,30.446336
1,5,3,-99.670372,30.446294,-99.670422,30.431806,-99.653636,30.431762,-99.653583,30.446250,-99.670372,30.446294
1,5,4,-99.653583,30.446250,-99.653636,30.431762,-99.636850,30.431716,-99.636795,30.446203,-99.653583,30.446250
1,5,5,-99.636795,30.446203,-99.636850,30.431716,-99.620063,30.431667,-99.620006,30.446155,-99.636795,30.446203
1,5,6,-99.620006,30.446155,-99.620063,30.431667,-99.603277,30.431616,-99.603217,30.446104,-99.620006,30.446155
1,5,7,-99.603217,30.446104,-99.603277,30.431616,-99.586491,30.431563,-99.586428,30.446051,-99.603217,30.446104
1,5,8,-99.586428,30.446051,-99.586491,30.431563,-99.569705,30.431508,-99.569640,30.445996,-99.586428,30.446051
1,5,9,-99.569640,30.445996,-99.569705,30.431508,-99.552919,30.431450,-99.552851,30.445938,-99.569640,30.445996
1,5,10,-99.552851,30.445938,-99.552919,30.431450,-99.536133,30.431391,-99.536062,30.445878,-99.552851,30.445938
